merchant_id,merchant_name,category,city,region,mcc_code,risk_score,avg_transaction_uzs,is_online,years_registered
M01300,Baxt Market,Telecom,Bukhara,Bukhara,4162,14.7,109346,0,2
M01301,Nur Service,ATM,Nukus,Karakalpakstan,3462,44.7,40739,0,4
M01302,Zafar Store,Pharmacy,Samarkand,Samarkand,1825,32.5,112632,0,3
M01303,Shams Express,Clothing,Guliston,Sirdaryo,6387,28.5,111881,0,7
M01304,Fayz Trade,Telecom,Nukus,Karakalpakstan,3612,29.8,445886,0,0
M01305,Baraka Store,Transport,Guliston,Sirdaryo,6358,19.7,151294,1,0
M01306,Zafar Plus,Transport,Fergana,Fergana,9333,15.5,162985,0,1
M01307,Fayz Market,Electronics,Fergana,Fergana,2489,23.7,77325,0,2
M01308,Mehr Market,Fuel,Urgench,Xorazm,8622,9.6,159137,0,3
M01309,Kumush Express,Grocery,Urgench,Xorazm,7877,6.1,61269,0,6
M01310,Nur Market,Grocery,Jizzakh,Jizzakh,3128,17.6,136796,0,3
M01311,Baraka Plus,Restaurant,Urgench,Xorazm,2743,31.9,226343,0,4
M01312,Oltin Center,ATM,Jizzakh,Jizzakh,4561,43.5,118715,0,8
M01313,Oltin Trade,Electronics,Andijan,Andijan,7165,17.0,290000,0,0
M01314,Nur Service,Utilities,Tashkent,Tashkent City,6360,30.9,365222,0,5
M01315,Zafar Express,Utilities,Nukus,Karakalpakstan,1565,4.7,297810,1,7
M01316,Kumush Service,ATM,Bukhara,Bukhara,2271,5.4,126046,1,5
M01317,Baraka Service,Cash,Jizzakh,Jizzakh,9264,7.8,56895,0,2
M01318,Oltin Shop,Pharmacy,Termez,Surxondaryo,3010,29.1,54109,0,1
M01319,Zafar Service,Restaurant,Fergana,Fergana,1540,46.9,185363,0,2
M01320,Oltin Service,ATM,Qarshi,Qashqadaryo,3367,6.7,148702,0,6
M01321,Nur Center,Transport,Namangan,Namangan,1579,29.4,114536,1,4
M01322,Baxt Market,Pharmacy,Urgench,Xorazm,5925,39.1,78492,1,8
M01323,Nur Plus,Cash,Samarkand,Samarkand,1776,38.1,121236,1,9
M01324,Kumush Service,Pharmacy,Urgench,Xorazm,1052,5.0,39836,1,8
M01325,Kumush Market,Electronics,Nukus,Karakalpakstan,5086,14.0,71694,1,4
M01326,Mehr Center,Clothing,Nukus,Karakalpakstan,6900,18.5,102044,0,2
M01327,Shams Bozor,Cash,Nukus,Karakalpakstan,5956,17.2,210239,0,0
M01328,Oltin Service,Pharmacy,Guliston,Sirdaryo,2976,23.1,261596,1,4
M01329,Nur Service,Pharmacy,Nukus,Karakalpakstan,2363,30.0,25349,1,4
M01330,Nur Shop,Online Shopping,Tashkent,Tashkent City,5772,32.5,33655,0,4
M01331,Kumush Service,Clothing,Urgench,Xorazm,7756,12.2,212669,0,3
M01332,Baraka Shop,Restaurant,Guliston,Sirdaryo,5195,7.8,130298,1,6
M01333,Baxt Plus,Utilities,Guliston,Sirdaryo,2110,30.9,198361,1,1
M01334,Fayz Store,Online Shopping,Namangan,Namangan,4674,21.6,72946,0,0
M01335,Nur Center,Restaurant,Andijan,Andijan,9438,21.4,76267,0,1
M01336,Yulduz Store,Fuel,Namangan,Namangan,9609,5.3,66546,0,0
M01337,Baxt Bozor,Pharmacy,Urgench,Xorazm,4908,49.1,14089,0,5
M01338,Mehr Trade,Electronics,Qarshi,Qashqadaryo,9583,8.3,48985,0,4
M01339,Mehr Service,Fuel,Qarshi,Qashqadaryo,5886,7.8,51092,0,9
M01340,Kumush Express,Cash,Guliston,Sirdaryo,7654,19.7,57171,0,7
M01341,Nur Market,Pharmacy,Jizzakh,Jizzakh,7891,3.5,55098,0,8
M01342,Mehr Trade,Grocery,Samarkand,Samarkand,5678,23.7,57530,0,0
M01343,Zafar Bozor,Telecom,Nukus,Karakalpakstan,8470,24.0,99323,0,8
M01344,Kumush Market,Electronics,Guliston,Sirdaryo,9705,12.1,186383,0,3
M01345,Fayz Trade,Transport,Nukus,Karakalpakstan,8172,33.9,12031,1,2
M01346,Yulduz Market,Restaurant,Andijan,Andijan,5211,10.7,56554,0,5
M01347,Nur Store,Restaurant,Namangan,Namangan,4028,28.7,58250,0,5
M01348,Baxt Express,Restaurant,Termez,Surxondaryo,2686,12.7,35201,0,0
M01349,Baraka Shop,Utilities,Termez,Surxondaryo,7701,25.6,290978,0,1
M01350,Nur Store,ATM,Nukus,Karakalpakstan,7104,31.7,49328,1,8
M01351,Fayz Plus,Cash,Namangan,Namangan,1783,16.2,166911,1,4
M01352,Baraka Service,Fuel,Tashkent,Tashkent City,7108,24.9,63661,1,9
M01353,Fayz Store,ATM,Andijan,Andijan,6655,17.4,330162,1,7
M01354,Kumush Shop,Restaurant,Andijan,Andijan,6375,19.5,60804,0,1
M01355,Baraka Trade,Telecom,Fergana,Fergana,4205,11.9,57427,0,2
M01356,Nur Service,Electronics,Tashkent,Tashkent City,7940,34.3,103403,0,1
M01357,Nur Trade,Online Shopping,Urgench,Xorazm,1154,23.0,397296,0,8
M01358,Baxt Plus,Electronics,Namangan,Namangan,2959,26.6,177353,0,3
M01359,Baraka Express,ATM,Qarshi,Qashqadaryo,8121,17.6,70310,0,7
M01360,Fayz Shop,Telecom,Nukus,Karakalpakstan,7851,29.1,137820,0,5
M01361,Mehr Shop,Restaurant,Fergana,Fergana,8913,34.8,75483,1,6
M01362,Oltin Trade,Pharmacy,Jizzakh,Jizzakh,9953,15.9,391875,1,5
M01363,Yulduz Plus,Online Shopping,Tashkent,Tashkent City,2143,16.1,222951,0,8
M01364,Fayz Express,Telecom,Andijan,Andijan,2624,16.9,116098,0,9
M01365,Fayz Shop,Telecom,Tashkent,Tashkent City,2484,21.6,139275,1,2
M01366,Shams Trade,Pharmacy,Urgench,Xorazm,5594,15.4,71935,0,0
M01367,Oltin Service,Online Shopping,Andijan,Andijan,2156,26.8,119830,0,9
M01368,Shams Market,Utilities,Nukus,Karakalpakstan,9616,6.9,189982,0,4
M01369,Baxt Bozor,Fuel,Tashkent,Tashkent City,9996,12.9,243504,0,3
M01370,Oltin Center,ATM,Qarshi,Qashqadaryo,8671,19.9,85014,0,2
M01371,Shams Market,Electronics,Bukhara,Bukhara,1503,16.0,21450,0,4
M01372,Baxt Service,Restaurant,Tashkent,Tashkent City,5144,0.9,208838,0,9
M01373,Fayz Shop,Cash,Guliston,Sirdaryo,7255,25.2,72493,1,8
M01374,Oltin Center,Grocery,Fergana,Fergana,3977,20.6,234926,1,8
M01375,Nur Service,Restaurant,Bukhara,Bukhara,1358,45.1,35396,0,8
M01376,Shams Bozor,Transport,Andijan,Andijan,4046,5.9,155245,0,5
M01377,Nur Plus,Cash,Urgench,Xorazm,6842,4.1,101651,0,7
M01378,Baxt Express,Clothing,Nukus,Karakalpakstan,4365,10.8,83771,1,7
M01379,Baxt Shop,Online Shopping,Qarshi,Qashqadaryo,9725,29.5,383138,1,3
M01380,Nur Store,Utilities,Namangan,Namangan,8223,21.4,66905,0,8
M01381,Baxt Store,Electronics,Samarkand,Samarkand,2552,9.8,355731,0,8
M01382,Baraka Service,Cash,Tashkent,Tashkent City,8845,18.3,682007,1,2
M01383,Baraka Express,Online Shopping,Bukhara,Bukhara,7208,2.4,43715,1,7
M01384,Baxt Service,Utilities,Guliston,Sirdaryo,3845,15.8,57839,0,2
M01385,Baraka Express,ATM,Tashkent,Tashkent City,7317,16.1,105351,0,4
M01386,Kumush Express,Grocery,Tashkent,Tashkent City,9557,16.2,100104,0,0
M01387,Baraka Bozor,Fuel,Tashkent,Tashkent City,3942,6.2,290336,0,3
M01388,Nur Bozor,Grocery,Termez,Surxondaryo,3554,37.7,289776,0,4
M01389,Zafar Plus,Online Shopping,Jizzakh,Jizzakh,8950,12.2,80999,0,5
M01390,Mehr Store,Transport,Nukus,Karakalpakstan,6201,57.2,64033,0,5
M01391,Kumush Center,Cash,Guliston,Sirdaryo,7272,6.6,92061,0,8
M01392,Baxt Bozor,Telecom,Andijan,Andijan,9957,50.2,142793,0,4
M01393,Yulduz Trade,Electronics,Guliston,Sirdaryo,2925,8.3,47905,0,8
M01394,Kumush Express,Online Shopping,Nukus,Karakalpakstan,7941,7.6,43820,1,1
M01395,Shams Trade,ATM,Andijan,Andijan,2279,15.5,65686,0,0
M01396,Yulduz Shop,Restaurant,Jizzakh,Jizzakh,2981,41.2,83249,0,2
M01397,Nur Center,Restaurant,Tashkent,Tashkent City,8584,22.0,88981,1,6
M01398,Baxt Trade,Fuel,Samarkand,Samarkand,4246,18.2,24086,0,5
M01399,Baraka Market,Online Shopping,Urgench,Xorazm,1314,12.1,85182,0,4
M01400,Nur Shop,Clothing,Guliston,Sirdaryo,4148,9.2,42163,1,0
M01401,Baxt Express,Grocery,Namangan,Namangan,8815,23.2,126554,0,1
M01402,Oltin Express,Cash,Qarshi,Qashqadaryo,4882,28.3,43632,0,2
M01403,Oltin Service,Telecom,Bukhara,Bukhara,1836,15.7,155460,1,0
M01404,Yulduz Service,Fuel,Samarkand,Samarkand,7232,9.6,104361,0,3
M01405,Baxt Store,Grocery,Nukus,Karakalpakstan,8845,15.8,373831,0,4
M01406,Yulduz Center,Telecom,Guliston,Sirdaryo,6498,17.4,150567,1,9
M01407,Zafar Bozor,Cash,Tashkent,Tashkent City,3293,21.8,102475,0,2
M01408,Mehr Express,Electronics,Jizzakh,Jizzakh,4844,8.6,114702,1,5
M01409,Fayz Store,ATM,Tashkent,Tashkent City,8266,28.2,124878,0,2
M01410,Kumush Service,Fuel,Guliston,Sirdaryo,2569,16.0,74430,1,3
M01411,Fayz Plus,ATM,Fergana,Fergana,9993,12.2,97656,0,6
M01412,Mehr Express,Online Shopping,Urgench,Xorazm,3490,7.5,79700,1,6
M01413,Shams Market,Cash,Qarshi,Qashqadaryo,3529,68.8,89881,0,4
M01414,Oltin Service,Telecom,Jizzakh,Jizzakh,9066,47.2,82965,1,2
M01415,Nur Shop,Online Shopping,Qarshi,Qashqadaryo,8615,18.8,88966,0,2
M01416,Oltin Center,Fuel,Samarkand,Samarkand,4037,21.4,115385,0,4
M01417,Mehr Trade,Electronics,Tashkent,Tashkent City,8086,14.5,186401,0,8
M01418,Oltin Trade,Cash,Urgench,Xorazm,1024,0.9,249144,1,3
M01419,Mehr Trade,Cash,Samarkand,Samarkand,8086,6.2,72368,0,5
M01420,Oltin Express,Transport,Termez,Surxondaryo,8970,33.5,38582,0,6
M01421,Kumush Trade,Clothing,Bukhara,Bukhara,3943,1.9,223445,0,1
M01422,Baxt Center,Pharmacy,Qarshi,Qashqadaryo,3269,27.5,672178,0,2
M01423,Kumush Shop,ATM,Andijan,Andijan,8442,38.5,182159,0,1
M01424,Kumush Plus,Utilities,Jizzakh,Jizzakh,6838,7.2,91380,0,0
M01425,Zafar Market,Utilities,Termez,Surxondaryo,9511,27.0,142694,0,9
M01426,Shams Store,Telecom,Nukus,Karakalpakstan,1235,16.5,135167,1,9
M01427,Baraka Store,Transport,Tashkent,Tashkent City,1112,49.9,115814,0,4
M01428,Mehr Bozor,Utilities,Namangan,Namangan,1317,5.6,58186,0,2
M01429,Oltin Shop,Online Shopping,Bukhara,Bukhara,8262,29.9,263198,0,7
M01430,Yulduz Service,ATM,Termez,Surxondaryo,1871,26.3,63315,0,7
M01431,Oltin Bozor,Grocery,Termez,Surxondaryo,1768,5.1,257654,0,9
M01432,Shams Plus,Restaurant,Nukus,Karakalpakstan,3483,45.0,183952,1,8
M01433,Baraka Bozor,Telecom,Andijan,Andijan,2857,12.7,371006,0,3
M01434,Yulduz Plus,Transport,Fergana,Fergana,7153,8.4,212401,0,2
M01435,Fayz Service,Restaurant,Nukus,Karakalpakstan,4431,2.3,18615,1,0
M01436,Mehr Bozor,Electronics,Nukus,Karakalpakstan,3263,11.3,38698,0,8
M01437,Oltin Shop,Cash,Samarkand,Samarkand,9883,14.1,125755,0,5
M01438,Nur Bozor,ATM,Jizzakh,Jizzakh,7182,19.6,456515,0,7
M01439,Oltin Service,Fuel,Namangan,Namangan,7529,25.0,86933,0,0
M01440,Yulduz Center,Grocery,Andijan,Andijan,7192,19.5,39735,1,2
M01441,Baraka Market,ATM,Andijan,Andijan,9915,20.1,225548,0,3
M01442,Shams Market,Transport,Guliston,Sirdaryo,8767,5.7,441206,1,2
M01443,Baxt Bozor,Utilities,Guliston,Sirdaryo,4510,5.2,63194,0,1
M01444,Shams Market,Grocery,Jizzakh,Jizzakh,4772,12.1,78078,1,9
M01445,Baxt Bozor,Online Shopping,Fergana,Fergana,7510,2.3,441754,0,8
M01446,Baraka Bozor,Electronics,Namangan,Namangan,5788,15.0,42983,0,4
M01447,Oltin Plus,Telecom,Samarkand,Samarkand,7022,13.2,50843,1,0
M01448,Baraka Center,Utilities,Fergana,Fergana,7152,21.0,50245,0,5
M01449,Fayz Plus,Pharmacy,Termez,Surxondaryo,1044,21.8,136627,1,8
M01450,Baraka Express,Utilities,Termez,Surxondaryo,4594,14.3,95152,0,3
M01451,Baraka Bozor,Utilities,Guliston,Sirdaryo,1839,23.7,73772,0,4
M01452,Oltin Market,Fuel,Guliston,Sirdaryo,6942,16.1,240725,0,6
M01453,Baxt Trade,Clothing,Tashkent,Tashkent City,1118,10.1,230417,1,4
M01454,Fayz Express,ATM,Andijan,Andijan,9045,28.0,380214,0,9
M01455,Shams Trade,Utilities,Fergana,Fergana,5227,25.1,125195,0,0
M01456,Yulduz Market,Telecom,Qarshi,Qashqadaryo,5086,27.3,221773,0,2
M01457,Kumush Store,Fuel,Andijan,Andijan,6192,11.1,47854,0,7
M01458,Fayz Store,Grocery,Qarshi,Qashqadaryo,5023,30.6,212725,0,4
M01459,Oltin Trade,Utilities,Qarshi,Qashqadaryo,1375,6.3,221199,0,7
M01460,Nur Plus,ATM,Fergana,Fergana,8206,8.1,63487,0,9
M01461,Nur Market,Utilities,Samarkand,Samarkand,3232,34.6,193808,1,6
M01462,Kumush Store,Telecom,Namangan,Namangan,6617,3.6,145302,1,6
M01463,Kumush Plus,Utilities,Samarkand,Samarkand,8068,6.5,173027,0,1
M01464,Nur Service,Fuel,Andijan,Andijan,1949,25.5,255433,1,5
M01465,Nur Plus,Clothing,Fergana,Fergana,2099,12.9,137710,1,4
M01466,Kumush Bozor,Clothing,Andijan,Andijan,1113,12.8,302604,1,4
M01467,Oltin Shop,Online Shopping,Nukus,Karakalpakstan,7173,10.1,49079,0,8
M01468,Baxt Bozor,ATM,Namangan,Namangan,9744,2.7,60010,1,2
M01469,Fayz Trade,Telecom,Termez,Surxondaryo,5079,12.8,105253,1,0
M01470,Kumush Market,Pharmacy,Fergana,Fergana,7870,21.1,64645,1,0
M01471,Zafar Plus,Electronics,Termez,Surxondaryo,1723,25.9,147351,0,7
M01472,Yulduz Bozor,Fuel,Tashkent,Tashkent City,3385,10.5,91469,0,6
M01473,Shams Plus,Pharmacy,Urgench,Xorazm,7615,23.7,94355,0,7
M01474,Yulduz Express,Restaurant,Urgench,Xorazm,9452,13.8,92192,1,3
M01475,Yulduz Store,Clothing,Urgench,Xorazm,8625,11.0,145037,0,9
M01476,Kumush Trade,ATM,Tashkent,Tashkent City,2020,7.2,119276,1,1
M01477,Baraka Shop,Restaurant,Guliston,Sirdaryo,5793,22.7,160752,1,5
M01478,Baraka Center,Fuel,Qarshi,Qashqadaryo,7630,14.6,87775,0,6
M01479,Fayz Store,Grocery,Qarshi,Qashqadaryo,5902,23.7,27370,0,3
M01480,Mehr Trade,Clothing,Tashkent,Tashkent City,3491,12.1,216615,0,3
M01481,Baxt Trade,Transport,Urgench,Xorazm,1499,28.7,64195,0,0
M01482,Baxt Service,Cash,Guliston,Sirdaryo,6749,20.7,150016,0,5
M01483,Oltin Trade,Online Shopping,Jizzakh,Jizzakh,9569,8.4,119651,0,8
M01484,Nur Express,Electronics,Qarshi,Qashqadaryo,1886,1.3,703293,0,5
M01485,Zafar Bozor,Electronics,Nukus,Karakalpakstan,8903,14.3,14033,1,5
M01486,Oltin Center,Clothing,Nukus,Karakalpakstan,8241,19.4,70808,0,7
M01487,Baraka Plus,Cash,Samarkand,Samarkand,9938,13.2,161755,1,3
M01488,Yulduz Express,Clothing,Andijan,Andijan,4035,16.5,33209,1,5
M01489,Baraka Plus,Fuel,Jizzakh,Jizzakh,7649,12.6,115647,0,8
M01490,Fayz Bozor,ATM,Guliston,Sirdaryo,3095,9.2,31317,1,5
M01491,Yulduz Trade,Transport,Samarkand,Samarkand,6597,13.7,118834,0,7
M01492,Mehr Store,Pharmacy,Bukhara,Bukhara,1927,27.9,123348,0,5
M01493,Nur Plus,Utilities,Andijan,Andijan,8860,3.0,211324,0,0
M01494,Baxt Market,Clothing,Nukus,Karakalpakstan,5324,17.0,148773,0,6
M01495,Shams Trade,Online Shopping,Urgench,Xorazm,9435,21.1,55127,1,6
M01496,Kumush Express,Electronics,Fergana,Fergana,8642,8.3,125205,0,0
M01497,Fayz Shop,Clothing,Bukhara,Bukhara,9276,19.2,154239,0,8
M01498,Kumush Center,Utilities,Samarkand,Samarkand,7315,23.8,57759,1,8
M01499,Baraka Service,ATM,Bukhara,Bukhara,1325,10.4,260406,0,2
M01500,Kumush Plus,Online Shopping,Bukhara,Bukhara,9764,29.1,187470,0,4
M01501,Shams Service,Online Shopping,Urgench,Xorazm,7956,4.3,32482,0,2
M01502,Nur Plus,Electronics,Samarkand,Samarkand,3642,49.7,121512,0,8
M01503,Oltin Shop,Electronics,Andijan,Andijan,4335,1.2,52340,0,9
M01504,Nur Store,Telecom,Jizzakh,Jizzakh,8044,34.2,24410,0,4
M01505,Fayz Express,Online Shopping,Fergana,Fergana,8319,25.5,75474,0,7
M01506,Baxt Service,Utilities,Tashkent,Tashkent City,2326,26.5,88278,0,1
M01507,Mehr Express,Electronics,Namangan,Namangan,1541,12.1,654024,0,8
M01508,Shams Trade,Fuel,Bukhara,Bukhara,7041,42.8,77131,0,3
M01509,Oltin Bozor,Electronics,Andijan,Andijan,5699,4.7,123010,0,3
M01510,Baraka Express,Clothing,Fergana,Fergana,6582,3.8,151964,1,1
M01511,Shams Center,Clothing,Urgench,Xorazm,9821,6.5,88907,1,9
M01512,Yulduz Center,Cash,Guliston,Sirdaryo,6922,8.2,147770,1,0
M01513,Mehr Market,Clothing,Jizzakh,Jizzakh,6418,16.9,66960,0,5
M01514,Shams Center,Grocery,Fergana,Fergana,1954,26.5,49218,0,4
M01515,Baxt Plus,Grocery,Nukus,Karakalpakstan,1499,5.9,74251,0,5
M01516,Mehr Shop,Fuel,Andijan,Andijan,9505,4.9,42471,0,8
M01517,Zafar Bozor,Electronics,Fergana,Fergana,9638,35.2,190954,0,2
M01518,Shams Express,Grocery,Samarkand,Samarkand,8624,15.8,111168,0,5
M01519,Yulduz Bozor,Online Shopping,Termez,Surxondaryo,3538,8.7,79334,0,0
M01520,Shams Store,Cash,Samarkand,Samarkand,8589,35.8,186626,0,6
M01521,Yulduz Shop,Clothing,Namangan,Namangan,9358,14.5,72659,0,5
M01522,Baraka Trade,Electronics,Urgench,Xorazm,1340,30.3,10655,1,5
M01523,Yulduz Trade,Transport,Urgench,Xorazm,3063,30.0,76044,0,9
M01524,Baxt Trade,Telecom,Andijan,Andijan,2887,14.0,214179,0,3
M01525,Yulduz Center,Transport,Guliston,Sirdaryo,5410,17.6,259906,1,3
M01526,Kumush Express,ATM,Nukus,Karakalpakstan,7912,8.1,43665,0,6
M01527,Yulduz Trade,Cash,Bukhara,Bukhara,2149,54.2,72702,0,9
M01528,Kumush Service,Electronics,Guliston,Sirdaryo,4046,20.7,208463,0,2
M01529,Nur Shop,Pharmacy,Andijan,Andijan,8924,24.1,35281,0,0
M01530,Kumush Center,Restaurant,Andijan,Andijan,2700,9.0,90706,0,4
M01531,Nur Bozor,Transport,Samarkand,Samarkand,6973,19.1,149084,1,2
M01532,Fayz Store,Electronics,Bukhara,Bukhara,4533,26.4,356348,0,4
M01533,Kumush Service,Online Shopping,Samarkand,Samarkand,1987,1.7,80225,0,2
M01534,Baxt Center,Pharmacy,Nukus,Karakalpakstan,3699,6.3,37621,1,3
M01535,Mehr Store,Online Shopping,Qarshi,Qashqadaryo,8602,12.6,61965,0,3
M01536,Shams Center,Pharmacy,Fergana,Fergana,5777,17.8,786186,0,2
M01537,Yulduz Express,Telecom,Namangan,Namangan,9929,30.0,148795,0,5
M01538,Baxt Service,Transport,Tashkent,Tashkent City,5282,52.0,307449,1,1
M01539,Shams Market,Utilities,Namangan,Namangan,9571,26.3,114799,0,8
M01540,Kumush Shop,Restaurant,Guliston,Sirdaryo,1246,16.4,61336,0,6
M01541,Shams Market,Transport,Andijan,Andijan,1384,15.6,49262,1,5
M01542,Oltin Service,Pharmacy,Bukhara,Bukhara,9424,21.0,79910,0,2
M01543,Zafar Store,Online Shopping,Termez,Surxondaryo,8143,21.4,206350,1,1
M01544,Baraka Trade,Transport,Nukus,Karakalpakstan,9974,20.9,40661,0,3
M01545,Kumush Plus,Electronics,Namangan,Namangan,9325,19.0,206594,0,0
M01546,Baxt Market,Pharmacy,Namangan,Namangan,6903,30.1,45842,0,2
M01547,Kumush Trade,Utilities,Fergana,Fergana,9949,24.0,90849,0,6
M01548,Yulduz Plus,Transport,Guliston,Sirdaryo,1003,12.1,110407,0,7
M01549,Mehr Service,Telecom,Urgench,Xorazm,9486,26.0,187748,0,7
M01550,Fayz Express,ATM,Fergana,Fergana,6560,17.0,91487,0,3
M01551,Fayz Plus,ATM,Tashkent,Tashkent City,8884,4.0,176001,0,0
M01552,Oltin Plus,Grocery,Termez,Surxondaryo,6446,33.4,89900,0,8
M01553,Fayz Store,Restaurant,Bukhara,Bukhara,9137,12.1,157587,0,0
M01554,Baraka Center,Online Shopping,Jizzakh,Jizzakh,6634,18.1,113423,0,4
M01555,Kumush Center,Clothing,Fergana,Fergana,2936,5.5,135058,1,8
M01556,Oltin Bozor,Cash,Samarkand,Samarkand,5867,18.0,133536,0,8
M01557,Nur Trade,Online Shopping,Namangan,Namangan,9602,19.0,106513,1,5
M01558,Zafar Market,Fuel,Nukus,Karakalpakstan,6905,8.2,293277,0,6
M01559,Nur Trade,ATM,Guliston,Sirdaryo,7923,7.3,185620,0,4
M01560,Zafar Plus,Restaurant,Qarshi,Qashqadaryo,6413,11.5,132508,1,4
M01561,Zafar Service,ATM,Tashkent,Tashkent City,3752,7.8,74768,0,0
M01562,Kumush Market,Utilities,Fergana,Fergana,4631,8.9,799708,1,8
M01563,Oltin Store,Transport,Namangan,Namangan,5102,7.2,395959,0,2
M01564,Baraka Plus,Grocery,Urgench,Xorazm,7713,16.1,52081,0,5
M01565,Baraka Bozor,Online Shopping,Tashkent,Tashkent City,3866,11.4,187820,1,7
M01566,Fayz Bozor,Pharmacy,Jizzakh,Jizzakh,5050,23.1,314269,1,8
M01567,Mehr Center,Clothing,Tashkent,Tashkent City,7228,22.8,172430,1,5
M01568,Zafar Bozor,Transport,Fergana,Fergana,1932,31.5,115468,0,0
M01569,Kumush Trade,Fuel,Tashkent,Tashkent City,2134,1.0,71081,0,5
M01570,Baraka Store,Transport,Andijan,Andijan,1878,18.9,169662,1,4
M01571,Shams Service,Pharmacy,Andijan,Andijan,3777,33.5,56326,1,7
M01572,Zafar Service,Telecom,Qarshi,Qashqadaryo,6662,4.8,85888,0,4
M01573,Yulduz Express,Cash,Andijan,Andijan,7509,18.0,76587,1,7
M01574,Fayz Center,Clothing,Jizzakh,Jizzakh,5374,37.3,175305,0,4
M01575,Mehr Shop,Clothing,Nukus,Karakalpakstan,8103,10.4,346122,0,2
M01576,Kumush Express,ATM,Jizzakh,Jizzakh,2078,47.6,79198,1,6
M01577,Fayz Center,Telecom,Andijan,Andijan,5484,7.2,85607,1,9
M01578,Yulduz Shop,Cash,Termez,Surxondaryo,8717,8.6,327269,0,3
M01579,Kumush Plus,Cash,Tashkent,Tashkent City,6507,23.3,75886,0,6
M01580,Kumush Express,Fuel,Andijan,Andijan,1283,19.4,12184,0,7
M01581,Zafar Service,Restaurant,Qarshi,Qashqadaryo,7727,46.9,513366,1,1
M01582,Zafar Shop,Fuel,Andijan,Andijan,8052,28.8,260374,0,0
M01583,Zafar Service,Grocery,Namangan,Namangan,5264,16.3,221523,0,5
M01584,Mehr Express,Utilities,Nukus,Karakalpakstan,7012,18.5,157060,0,9
M01585,Zafar Express,Transport,Fergana,Fergana,6596,31.2,109207,0,4
M01586,Baraka Shop,Restaurant,Nukus,Karakalpakstan,3482,22.8,26126,0,1
M01587,Oltin Bozor,Clothing,Urgench,Xorazm,2160,7.4,97830,0,8
M01588,Shams Express,Grocery,Fergana,Fergana,7084,23.9,96041,1,8
M01589,Kumush Store,Transport,Jizzakh,Jizzakh,9592,64.7,104640,0,9
M01590,Oltin Plus,ATM,Bukhara,Bukhara,4023,31.0,184292,1,8
M01591,Shams Plus,Clothing,Jizzakh,Jizzakh,2932,9.0,388393,0,2
M01592,Nur Market,Online Shopping,Namangan,Namangan,1522,19.0,109311,1,3
M01593,Fayz Trade,Telecom,Andijan,Andijan,5056,49.8,98500,1,7
M01594,Fayz Bozor,Online Shopping,Urgench,Xorazm,1472,12.8,387021,1,6
M01595,Fayz Trade,Cash,Bukhara,Bukhara,9180,5.6,61530,1,5
M01596,Shams Service,Clothing,Jizzakh,Jizzakh,7962,12.2,113228,0,4
M01597,Shams Bozor,Pharmacy,Fergana,Fergana,4435,10.9,118777,0,9
M01598,Mehr Shop,Clothing,Qarshi,Qashqadaryo,4874,23.7,61567,0,8
M01599,Baraka Plus,Online Shopping,Jizzakh,Jizzakh,2904,7.4,88410,1,0
M01600,Zafar Express,Clothing,Fergana,Fergana,7650,10.6,89299,0,6
M01601,Yulduz Bozor,Cash,Urgench,Xorazm,8626,16.7,215975,1,7
M01602,Fayz Express,Transport,Namangan,Namangan,8205,12.5,92080,1,4
M01603,Shams Plus,Clothing,Nukus,Karakalpakstan,2041,7.3,94149,0,9
M01604,Zafar Service,Pharmacy,Bukhara,Bukhara,5366,19.1,169588,1,3
M01605,Baraka Trade,Grocery,Urgench,Xorazm,8371,36.2,78685,0,5
M01606,Yulduz Center,Telecom,Jizzakh,Jizzakh,3327,25.8,56151,1,0
M01607,Yulduz Shop,Online Shopping,Bukhara,Bukhara,2215,22.4,970475,0,3
M01608,Shams Express,Fuel,Guliston,Sirdaryo,6749,35.8,111328,0,9
M01609,Fayz Shop,Transport,Tashkent,Tashkent City,1245,27.0,139358,0,6
M01610,Baraka Shop,Telecom,Urgench,Xorazm,3560,14.0,93824,1,6
M01611,Baxt Plus,Clothing,Jizzakh,Jizzakh,2878,25.5,34933,1,0
M01612,Nur Store,Utilities,Urgench,Xorazm,5072,41.0,76914,0,0
M01613,Nur Service,Online Shopping,Guliston,Sirdaryo,3940,18.6,47662,0,5
M01614,Yulduz Plus,Fuel,Jizzakh,Jizzakh,7637,10.2,179850,1,1
M01615,Nur Service,Utilities,Termez,Surxondaryo,4644,1.9,162305,0,3
M01616,Zafar Bozor,Fuel,Bukhara,Bukhara,4803,21.5,185064,1,3
M01617,Oltin Bozor,Fuel,Andijan,Andijan,8202,29.6,52944,1,1
M01618,Yulduz Bozor,Telecom,Bukhara,Bukhara,2785,11.5,23513,0,9
M01619,Nur Center,Fuel,Samarkand,Samarkand,8851,13.2,18912,0,9
M01620,Nur Store,Grocery,Nukus,Karakalpakstan,6967,19.3,160122,1,8
M01621,Fayz Express,Online Shopping,Tashkent,Tashkent City,4184,26.4,84708,0,4
M01622,Yulduz Plus,Utilities,Bukhara,Bukhara,4057,25.8,41818,1,1
M01623,Baxt Shop,Pharmacy,Tashkent,Tashkent City,2506,31.3,180391,0,8
M01624,Oltin Store,Electronics,Urgench,Xorazm,1453,20.5,233036,1,9
M01625,Shams Express,Restaurant,Namangan,Namangan,4527,34.1,110780,1,2
